Id,Nom,Image,Catégorie,Description,Cuisson,Préparation,Portions unité,Difficulté,Portions,Régime,Coût,Instructions,Ingrédients,Audio
249,Seitan sauté aux champignons,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/249.jpg,Plats,"Une délicieuse recette de seitan sauté accompagné de champignons de Paris, parfaite pour un repas végétalien.",10,10,personnes,2,4,Végétalien,3,"Couper le seitan en lanières.
Émincer les champignons, l'oignon et l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les champignons, l'oignon, l'ail et un filet de sauce soja.
Cuire 5 minutes supplémentaires.
Assaisonner de sel et de poivre.","400 g Seitan
250 g Champignons de Paris, émincés
1 Oignon, émincé
2 Gousses d'ail, écrasées
Sauce soja, au goût
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
250,Seitan aux carottes et gingembre,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/250.jpg,Plats,"Un plat végétarien savoureux mélangeant seitan, carottes et une touche épicée de gingembre, idéal pour un repas plein de saveurs.",17,0,personnes,3,4,Végétalien,3,"Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les carottes, le gingembre, l'ail et un filet de sauce soja.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 12 minutes.
Assaisonner de sel et de poivre.","400 g Seitan, coupé en cubes
500 g Carottes, épluchées et coupées en rondelles
1 Gingembre frais, râpé
2 Gousses d'ail, hachées
Sauce soja, au goût
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
251,Seitan aux oignons et pois chiches,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/251.jpg,Plats,Un plat savoureux de seitan aux oignons et pois chiches cuit à la perfection avec le Thermochef.,12,10,personnes,3,4,Végétalien,3,"Couper le seitan en cubes.
Émincer l'oignon et hacher l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter l'oignon, l'ail et les pois chiches.
Ajouter un filet de sauce soja.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 12 minutes.
Assaisonner de sel et de poivre.","400 g Seitan
1 Oignon, émincé
400 g Pois chiches cuits
2 Gousses d'ail, hachées
Sauce soja, au goût
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
252,Seitan aux tomates et basilic,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/252.jpg,Plats,Un plat rapide et savoureux de seitan accompagné de tomates cerises et de basilic frais.,10,10,personnes,2,4,Végétalien,2,"Couper le seitan en cubes.
Couper les tomates cerises en deux.
Hacher l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les tomates, l'ail et le basilic.
Cuire 5 minutes supplémentaires.
Assaisonner de sel et de poivre.","400 g Seitan, coupé en cubes
500 g Tomates cerises, coupées en deux
1 Basilic frais
2 Gousses d'ail, hachées
1 Huile d'olive
Sel, au goût
Poivre, au goût",
253,Seitan aux courgettes et ail,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/253.jpg,Plats,"Un plat végétarien facile et rapide à préparer avec du seitan, des courgettes et de l'ail.",10,10,personnes,2,4,Végétalien,2,"Couper le seitan en cubes.
Couper les courgettes en rondelles.
Écraser l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les courgettes et l'ail.
Cuire jusqu'à ce que les courgettes soient tendres.
Assaisonner de sel et de poivre.","400 g Seitan, coupé en cubes
2 Courgettes, coupées en rondelles
4 Gousses d'ail, écrasées
Sel, au goût
Poivre, au goût",
254,Seitan aux épinards et noix de cajou,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/254.jpg,Plats,"Une recette savoureuse de seitan grillé aux épinards frais et noix de cajou, assaisonnée de sauce soja.",8,10,personnes,3,4,Végétalien,4,"Couper le seitan en cubes.
Hacher l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les épinards, l'ail et les noix de cajou.
Ajouter un filet de sauce soja.
Cuire jusqu'à ce que les épinards réduisent.
Assaisonner de sel et de poivre.","400 g Seitan, coupé en cubes
500 g Épinards, frais
100 g Noix de cajou
2 Gousses d'ail, haché
Sauce soja, au goût
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
255,Seitan kung pao,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/255.jpg,Plats,Un plat végétalien piquant et savoureux inspiré de la cuisine asiatique.,10,10,personnes,3,4,Végétalien,3,"Couper le seitan en cubes.
Couper les poivrons et l'oignon en dés.
Hacher l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les poivrons, l'oignon, l'ail et les cacahuètes.
Mélanger la sauce soja, le vinaigre de riz, le sirop d'érable et la pâte de piment pour faire la sauce.
Ajouter la sauce et cuire 5 minutes supplémentaires.","400 g Seitan, coupé en cubes
1 Poivron rouge, coupé en dés
1 Poivron vert, coupé en dés
1 Oignon, coupé en dés
2 Gousses d'ail, haché
50 g Cacahuètes
4 cuillère à soupe Sauce soja
2 cuillère à soupe Vinaigre de riz
1 cuillère à soupe Sirop d'érable
1 cuillère à café Pâte de piment
1 Huile d'olive, pour la cuisson",
256,Seitan général tao,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/256.jpg,Plats,"Un savoureux plat végétarien inspiré du célèbre poulet général tao, avec des cubes de seitan enrobés d'une sauce asiatique sucrée-salée.",7,10,personnes,3,4,Végétalien,3,"Couper le seitan en cubes.
Mélanger la sauce soja, le vinaigre de riz, le sirop d'érable, la fécule de maïs, l'ail haché et le gingembre râpé pour faire la sauce.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter la sauce et cuire 2 minutes supplémentaires.
Saupoudrer de graines de sésame avant de servir.","400 g Seitan, coupé en cubes
4 cuillère à soupe Sauce soja
2 cuillère à soupe Vinaigre de riz
2 cuillère à soupe Sirop d'érable
1 cuillère à soupe Fécule de maïs
1 Gousse d'ail, haché
1 morceau Gingembre frais, râpé
1 Huile d'olive
1 Graines de sésame",
257,Seitan teriyaki,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/257.jpg,Plats,"Un plat délicieux de seitan enrobé d'une sauce teriyaki maison, cuit à la perfection.",10,5,personnes,3,4,Végétalien,3,"Couper le seitan en lanières.
Mélanger la sauce soja, le sirop d'érable, le vinaigre de riz, l'huile de sésame, l'ail haché et le gingembre râpé pour faire la marinade.
Mariner le seitan pendant au moins 30 minutes.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes de chaque côté.","400 g Seitan
4 cuillère à soupe Sauce soja
2 cuillère à soupe Sirop d'érable
1 cuillère à soupe Vinaigre de riz
1 cuillère à soupe Huile de sésame
1 Gousse d'ail, haché
1 morceau Gingembre frais, râpé
Huile d'olive, au goût",
258,Seitan à l'orange,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/258.jpg,Plats,"Lanières de seitan marinées dans une sauce à l'orange et soja, savoureuses et légèrement grillées.",10,35,personnes,3,4,Végétalien,3,"Couper le seitan en lanières.
Mélanger le jus d'orange, la sauce soja, le sirop d'érable, l'ail haché et le gingembre râpé pour faire la marinade.
Mariner le seitan pendant au moins 30 minutes.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes de chaque côté.
Saupoudrer de graines de sésame avant de servir.","400 g Seitan
2 Orange, jus
2 cuillère à soupe Sauce soja
1 cuillère à soupe Sirop d'érable
1 Ail, gousse, haché
1 morceau Gingembre frais, râpé
Huile d'olive, au goût
Graines de sésame, au goût",
259,Boulettes de seitan à la sauce tomate,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/259.jpg,Plats,Des boulettes végétales au seitan accompagnées d'une sauce tomate savoureuse.,15,15,personnes,3,4,Végétalien,3,"Mélanger le seitan haché avec l'oignon et l'ail finement hachés, un peu de chapelure, du sel et du poivre.
Former des boulettes avec le mélange.
Faire revenir les boulettes dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes, en les retournant régulièrement.
Ajouter la sauce tomate et cuire en mode ragoût, pression 6, puissance 3, pendant 10 minutes.","400 g Seitan haché
1 Oignon, finement haché
2 Gousses d'ail, finement hachées
500 ml Sauce tomate
150 g Chapelure
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
260,Seitan sauté aux légumes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/260.jpg,Plats,Un plat végétarien riche en protéines et plein de saveurs avec des légumes croquants et du seitan sauté.,10,5,personnes,2,4,Végétalien,3,"Couper les légumes en julienne.
Émincer l'ail.
Faire revenir le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les légumes, l'ail, un filet de sauce soja et de l'huile de sésame.
Cuire 5 minutes supplémentaires. Assaisonner de sel et de poivre.","400 g Seitan, en tranches
1 Carotte
1 Poivron rouge
1 Courgette
2 Gousses d'ail
1 filet Sauce soja
1 filet Huile de sésame
Sel, au goût
Poivre, au goût",
261,Seitan au curry et lait de coco,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/261.jpg,Plats,"Un plat épicé et crémeux à base de seitan, avec une touche de curry et de la douceur du lait de coco.",20,10,personnes,3,4,Végétalien,3,"Émincer l'oignon et l'ail.
Faire revenir l'oignon et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter le seitan et la pâte de curry, cuire 5 minutes.
Verser le lait de coco et cuire en mode ragoût, pression 6, puissance 3, pendant 10 minutes. Assaisonner de sel et de poivre.","400 g Seitan, en cubes
1 Oignon
2 Gousses d'ail
1 cuillère à soupe Pâte de curry
400 ml Lait de coco
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
262,Seitan grillé à la moutarde,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/262.jpg,Plats,"Le seitan est mariné dans un mélange de moutarde, d'huile d'olive et de sirop d'érable, puis grillé à perfection.",10,5,personnes,2,4,Végétalien,3,"Mélanger la moutarde, l'huile d'olive, le sirop d'érable, le sel et le poivre pour créer une marinade.
Enduire les tranches de seitan de la marinade.
Faire griller le seitan dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes de chaque côté.","400 g Seitan, en tranches
2 cuillère à soupe Moutarde de Dijon
2 cuillère à soupe Huile d'olive
1 cuillère à soupe Sirop d'érable
Sel, au goût
Poivre, au goût",
263,Seitan façon stroganoff,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/263.jpg,Plats,Un plat réconfortant et savoureux où le seitan vient remplacer la viande traditionnellement utilisée dans le stroganoff.,10,5,personnes,3,4,Végétalien,4,"Couper le seitan en lanières.
Émincer l'oignon, l'ail et les champignons.
Faire revenir l'oignon et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter le seitan, les champignons, la moutarde, la crème de soja, le paprika, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 10 minutes.","400 g Seitan
1 Oignon, émincé
2 Gousses d'ail, émincées
250 g Champignons
200 ml Crème de soja
1 cuillère à soupe Moutarde
Huile d'olive, au goût
Sel, au goût
Poivre, au goût
pincée Paprika",
264,Seitan aux olives et tomates séchées,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/264.jpg,Plats,Un plat savoureux combinant le seitan avec la gourmandise des olives vertes et la douceur des tomates séchées.,15,5,personnes,3,4,Végétalien,3,"Couper le seitan en lanières.
Hacher l'ail.
Faire revenir le seitan et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les olives, les tomates séchées, un filet d'huile d'olive, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 10 minutes.","400 g Seitan
100 g Olives vertes, dénoyautées
100 g Tomates séchées
2 Gousses d'ail, hachées
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
265,Seitan aux champignons et à la crème,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/265.jpg,Plats,Plat végétalien à base de seitan accompagné de champignons à la crème de soja.,20,0,personnes,3,4,Végétalien,4,"Couper le seitan en lanières.
Émincer l'oignon, l'ail et les champignons.
Faire revenir l'oignon et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter le seitan et les champignons, cuire 10 minutes.
Ajouter la crème de soja, le persil, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 5 minutes supplémentaires.","400 g Seitan
250 g Champignons de Paris
1 Oignon, émincé
2 Gousses d'ail, émincées
200 ml Crème de soja
Huile d'olive, pour la cuisson, au goût
Sel, au goût
Poivre, au goût
Persil, haché, au goût",
266,Seitan façon tajine aux pruneaux,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/266.jpg,Plats,"Un plat végétalien inspiré des saveurs du Maroc, alliant le seitan aux épices chaudes et sucrées des pruneaux.",12,5,personnes,4,4,Végétalien,4,"Couper le seitan en gros cubes.
Émincer l'oignon et l'ail.
Faire revenir l'oignon et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter le seitan, les pruneaux, les épices, le bouillon, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 12 minutes.","400 g Seitan, coupé en gros cubes
1 Oignon, émincé
2 Gousses d'ail
200 g Pruneaux
1 cuillère à café Cannelle
1 cuillère à café Cumin
1 cuillère à café Gingembre
400 ml Bouillon de légumes
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
267,Seitan en sauce piquante,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/267.jpg,Plats,Un plat épicé et savoureux avec des lanières de seitan mijotées dans une sauce tomate pimentée.,15,5,personnes,3,4,Végétalien,3,"Couper le seitan en lanières.
Hacher l'ail.
Faire revenir le seitan et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter la pâte de piment, le coulis de tomate, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 10 minutes.","400 g Seitan
2 Gousses d'ail, hachées
1 cuillère à soupe Pâte de piment
400 ml Coulis de tomate
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
268,Seitan aux câpres et citron,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/268.jpg,Plats,Une savoureuse préparation de seitan rehaussée par la fraîcheur des câpres et l'acidité du citron.,10,0,personnes,3,4,Végétalien,3,"Couper le seitan en lanières.
Hacher l'ail.
Faire revenir le seitan et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter les câpres, le jus de citron, un filet d'huile d'olive, le sel et le poivre.
Continuer la cuisson pendant 5 minutes supplémentaires.","400 g Seitan
2 Gousses d'ail, hachées
50 g Câpres
1 Citron, jus
Huile d'olive, au goût
Sel, au goût
Poivre, au goût",
269,Seitan à la moutarde et aux herbes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/269.jpg,Plats,Un plat principal riche en protéines végétales avec du seitan assaisonné de moutarde et d'herbes de Provence.,15,5,personnes,3,4,Végétalien,3,"Couper le seitan en lanières.
Hacher l'ail.
Faire revenir le seitan et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter la moutarde, la crème de soja, les herbes de Provence, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 10 minutes supplémentaires.","400 g Seitan, en lanières
2 Gousses d'ail, haché
2 cuillère à soupe Moutarde de Dijon
200 ml Crème de soja
1 pincée Herbes de Provence
1 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
